row,id,name,distance,notes
797,N18 Cet,LP 709-43,14.25,
798,N8 For,,14.25,
799,N8 For B,,14.25,
800,N19 Cet,,14.27,
801,N20 Cet,,14.27,
802,N4 Tuc,,14.27,
803,N4 Tuc B,TYC 9124-888-1,14.27,P assumed third component of NS 2238-6522; assumed true companion; mismatched parallax has
804,N11 Tau,Wolf 227,14.29,
805,N5 Crt,,14.29,
806,N32 UMa,,14.3,
807,N12 Tau,,14.31,these two stars are close together in the sky but are not in the same system
808,N25 Vir,Ross 1047,14.31,
809,N7 Mon,,14.32,
810,N5 Com,,14.32,
811,N20 Boo,Ross 130,14.33,
812,N8 Cep,,14.33,
813,N1 CrB,,14.34,
814,N1 CrB B,,14.34,
815,N2 Nor,,14.35,
816,N15 Hya,,14.37,"CNS91 ""SB?"" not confirmed/refuted"
817,N18 Oph,Rasalhague,14.37,"SB in CNS91; additional astrometric companion?; CNS91 ""SB"" not confirmed/refuted"
818,N7 Sco,,14.37,
819,N23 Her,,14.38,
820,N21 Cet,,14.41,
821,N21 Cet B,,14.41,
822,N11 And,,14.41,
823,N11 And B,,14.41,
824,N6 Pav,,14.43,
825,N9 Aur,Ross 987,14.45,
826,N22 Dra,,14.45,eclipsing binary primary
827,N22 Dra B,,14.45,eclipsing binary secondary
828,N22 Dra C,,14.45,
829,N7 Per,Wolf 1323,14.48,
830,N21 Boo,,14.48,
831,N26 Vir,,14.49,
832,N8 Lib,,14.49,
833,N19 Oph,Ross 136,14.51,
834,N6 Sex,,14.53,
835,N13 Tau,Wolf 1278,14.55,
836,N8 Sco,,14.55,CNS79 companion not confirmed/refuted via 2 DSS
837,N8 Sco B,,14.55,from HIP
838,N5 CMi,,14.56,
839,N6 Com,,14.56,
840,N24 Her,,14.56,
841,N22 Boo,Asellus Primus,14.57,C in CNS69 not in CNS91; additional components; CNS69 component C not in CNS91; not confirmed/re
842,N22 Boo B,,14.57,
843,N4 Vul,Wolf 1346,14.58,"CNS91 ""VAR"" not confirmed/refuted"
844,N21 Aqr,,14.58,
845,N21 Aqr B,,14.58,
846,N7 Lep,,14.58,
847,N3 Lup,,14.58,
848,N14 Tau,,14.59,
849,N14 Tau B,,14.59,
850,N7 Ari,,14.6,
851,N7 Gem,Wolf 1421,14.6,SB2 in Mar87
852,N7 Gem B,,14.6,spectroscopic companion
853,N2 CMa,,14.62,
854,N15 Peg,,14.62,
855,N4 Ind,,14.62,
856,N3 Ant,,14.62,
857,N3 Ant B,,14.62,from HIP; imaged companion in HIP
858,N33 UMa,Talitha,14.63,CNS91 mentions similar motion to NS 0900+4146
859,N33 UMa B,,14.63,
860,N33 UMa C,,14.63,
861,N33 UMa D,,14.63,
862,N23 Dra,,14.64,
863,N23 Dra B,,14.64,
864,N34 UMa,,14.64,
865,N6 Cap,,14.64,
866,N7 Cap,,14.66,
867,N8 Mon,Ross 417,14.66,
868,N25 Eri,,14.68,
869,N8 Gem,,14.68,BY Dra variable primary
870,N8 Gem B,,14.68,BY Dra variable secondary; spectroscopic companion
871,N8 Gem C,,14.68,
872,N3 Nor,,14.69,
873,N25 Her,,14.73,
874,N5 Ind,,14.73,
875,N6 Pup,,14.75,
876,N6 Pup B,,14.75,
877,N13 Cam,Ross 370,14.76,
878,N13 Cam B,,14.76,
879,N3 Crv,Alchiba,14.77,
880,N9 Ser,,14.77,"SB in CNS91; CNS91 ""SB"" refuted in Duq91"
881,N9 Ser B,,14.77,
882,N6 CMi,Ross 880,14.78,
883,N12 And,,14.8,
884,N12 And B,,14.8,
885,N22 Aqr,,14.8,
886,N27 Vir,Wolf 433,14.81,
887,N9 Lib,,14.84,
888,N16 Peg,,14.86,
889,N16 Hya,,14.87,
890,N1 Col,,14.87,
891,N35 UMa,,14.88,
892,N6 Hor,,14.88,
893,N9 Sco,,14.9,
894,N9 Cyg,Ross 188,14.9,
895,N5 Gru,,14.92,
896,N1 Equ,,14.93,
897,N5 Dor,,14.94,
898,N20 Oph,,14.94,
899,N22 Cet,,14.95,
900,N9 Gem,,14.95,
901,N3 Phe,,14.95,CNS79 companion not in CNS91
902,N9 Cep,Alderamin,14.96,
903,N6 LMi,,14.96,
904,N13 And,Ross 5,14.97,"CNS91 ""VAR"" refuted in Mar89"
905,N24 Dra,,14.97,
906,N17 Peg,Wolf 1014,14.98,
907,N6 Dor,,14.99,
908,N8 Lyr,,15.02,
909,N8 Lyr B,,15.02,
910,N10 Cyg,,15.03,
911,N10 Cyg B,,15.03,
912,N14 Cen,,15.04,
913,N17 Cas,Wolf 54,15.04,
914,N8 Lep,,15.04,
915,N4 Phe,,15.06,
916,N9 CVn,,15.07,
917,N6 Ind,,15.07,
918,N8 Per,,15.08,imaged companion in HIP
919,N8 Per B,,15.08,from HIP
920,N26 Her,,15.11,
921,N26 Eri,,15.11,
922,N25 Dra,,15.11,SB 52.11 days
923,N25 Dra B,,15.11,
924,N7 Pup,,15.12,
925,N7 Pup B,,15.12,from HIP
926,N8 Pup,,15.13,
927,N16 Psc,,15.15,
928,N16 Psc B,,15.15,
929,N23 Cet,,15.17,
930,N23 Cet B,,15.17,
931,N13 Aql,,15.17,"SB? in CNS91; CNS91 ""SB?"" not confirmed/refuted but SB? in Duq"
932,N10 Aur,,15.19,
933,N36 UMa,,15.2,
934,N9 Pup,,15.2,
935,N9 Pup B,,15.2,
936,N10 Cep,Ross 226,15.22,
937,N4 Lup,,15.23,
938,N4 Lup B,,15.23,
939,N14 Cam,,15.24,
940,N15 Cen,,15.25,
941,N8 Ara,,15.26,
942,N10 Gem,Castor,15.27,
943,N10 Gem B,Castor B,15.27,
944,N10 Gem C,,15.27,
945,N10 Gem D,,15.27,
946,N10 Gem E,Castor C,15.27,eclipsing binary primary
947,N10 Gem F,,15.27,eclipsing binary secondary
948,N11 Cep,,15.27,
949,N37 UMa,,15.3,
950,N37 UMa B,,15.3,
951,N27 Her,Ross 160,15.31,
952,N17 Psc,,15.31,
953,N14 Aql,,15.33,SB in CNS91; SB and astrometric perturbation in CNS69; confirmed
954,N14 Aql B,,15.33,astrometric companion in YPC; imaged companion in HIP
955,N3 Tri,,15.34,
956,N11 Aur,,15.34,astrometric perturbation in Beh76
957,N11 Aur B,,15.34,interferometric companion in Hen99
958,N28 Her,,15.34,
959,N7 Sgr,,15.34,
960,N7 Sgr B,,15.34,
961,N24 Cet,,15.35,
962,N24 Cet B,,15.35,
963,N9 Per,,15.36,
964,N27 Eri,Ross 584,15.36,""" """"close binary"""" in YPC"""
965,N27 Eri B,,15.36,imaged companion in YPC
966,N38 UMa,,15.36,
967,N9 Lyr,,15.36,
968,N9 Lyr B,,15.36,
969,N8 Sgr,,15.37,
970,N15 Leo,,15.39,
971,N15 Leo B,,15.39,
972,N18 Peg,,15.4,
973,N18 Psc,Wolf 1516,15.41,
974,N4 PsA,,15.42,
975,N23 Boo,,15.43,SB? in CNS91;
976,N9 Cnc,,15.45,"CNS91 ""SB?"" not confirmed/refuted"
977,N9 Cnc B,,15.45,
978,N9 Cnc C,,15.45,
979,N16 Cen,,15.46,
980,N25 Cet,,15.46,
981,N3 Hyi,,15.48,
982,N4 Mic,,15.5,
983,N6 Tel,,15.5,
984,N6 Tel B,,15.5,
985,N10 Lyr,,15.51,
986,N9 Mon,Ross 54,15.53,
987,N18 Cas,,15.55,
988,N29 Her,,15.55,"SB? in CNS91; CNS91 ""SB?"" is likely the AB orbit"
989,N29 Her B,,15.55,
990,N10 Pup,,15.57,
991,N10 Pup B,,15.57,from HIP; imaged companion in HIP
992,N6 Scl,,15.57,
993,N10 Ser,,15.58,
994,N10 Lib,,15.59,
995,N28 Eri,,15.59,
996,N28 Eri B,,15.59,SB in CNS91
997,N28 Eri C,,15.59,
998,N17 Ori,,15.6,
999,N17 Cen,,15.61,
1000,N26 Cet,,15.63,
1001,N6 Gru,,15.63,
1002,N5 PsA,,15.63,
1003,N24 Boo,,15.64,
1004,N24 Boo B,,15.64,
1005,N19 Psc,,15.65,
1006,N26 Dra,,15.65,
1007,N39 UMa,,15.67,
1008,N16 Leo,Wolf 398,15.67,
1009,N8 Cap,,15.68,"CNS91 ""SB?"" not confirmed/refuted"
1010,N5 Vul,Wolf 867,15.7,
1011,N7 Sex,,15.71,
1012,N27 Dra,Ross 434,15.72,astrometric companion? in CNS69
1013,N20 Psc,,15.72,
1014,N11 Lib,,15.73,
1015,N17 Hya,,15.75,
1016,N17 Hya B,,15.75,
1017,N18 Ori,,15.77,
1018,N15 Aql,,15.77,
1019,N7 Com,,15.82,
1020,N18 Cen,,15.83,
1021,N14 And,,15.85,
1022,N30 Her,,15.86,
1023,N5 Tuc,,15.87,
1024,N5 Tuc B,,15.87,from HIP
1025,N7 Vel,,15.87,
1026,N15 Tau,,15.87,
1027,N31 Her,,15.87,
1028,N12 Cep,,15.87,
1029,N13 Cep,Wolf 1084,15.87,
1030,N3 Oct,,15.87,
1031,N4 Ant,,15.88,
1032,N28 Vir,,15.9,
1033,N16 Tau,,15.91,component B probably not real; CNS91 component B not real
1034,N5 Phe,,15.92,
1035,N5 Phe B,,15.92,
1036,N10 CVn,,15.92,
1037,N21 Psc,,15.92,
1038,N21 Psc B,,15.92,
1039,N8 Ari,,15.93,
1040,N2 Aps,,15.93,
1041,N7 CMi,,15.95,
1042,N11 CVn,Ross 1026,15.95,
1043,N32 Her,Ross 640,15.95,
1044,N3 Lac,,15.95,
1045,N11 Cyg,,15.95,
1046,N11 Cyg B,,17.29,B has old trig pallarax different to A component (but error for B component = 5%). Use primary's plx for now.
1047,N9 Ara,,15.97,
1048,N9 Ara B,,15.97,
1049,N8 Sex,,15.99,
1050,N6 Tuc,,15.99,
1051,N9 Cap,Ross 751,16,YPC companions refuted via 2 DSS epochs
1052,N9 Cap B,,16,
1053,N10 Cnc,,16,
1054,N10 Cnc B,,16,from HIP
1055,N17 Tau,,16.03,Simbad says double.
1056,N29 Eri,Ross 578,16.03,
1057,N7 Tuc,,16.03,
1058,N27 Cet,,16.05,
1059,N15 Cam,,16.06,
1060,N25 Boo,,16.08,SB2 in Del99b
1061,N25 Boo B,,16.08,spectroscopic companion
1062,N19 Peg,Wolf 1225,16.08,
1063,N19 Peg B,,16.08,from HIP
1064,N19 Cas,,16.1,
1065,N19 Cas B,,16.1,
1066,N7 Ind,,16.12,
1067,N7 Ind B,,16.12,
1068,N17 Leo,,16.12,
1069,N8 Ind,,16.13,
1070,N8 Ind B,,16.13,from HIP; imaged companion in HIP
1071,N12 CVn,Ross 1008,16.13,
1072,N26 Boo,,16.16,
1073,N26 Boo B,,16.16,
1074,N2 Mus,,16.16,
1075,N23 Aqr,,16.16,
1076,N2 Equ,,16.17,
1077,N18 Hya,,16.18,HIP number; no parallax
1078,N18 Hya B,,16.18,
1079,N6 Car,,16.19,
1080,N6 Car B,,16.19,
1081,N6 Car C,,16.19,SIMBAD CD-59 1774C misleading
1082,N29 Vir,,16.19,
1083,N29 Vir B,,16.19,
1084,N7 Lyn,,16.2,
1085,N8 Com,,16.2,
1086,N8 Com B,,16.2,
1087,N18 Leo,Ross 903,16.2,
1088,N7 Car,,16.21,"CNS91 ""SB?"" not confirmed/refuted"
1089,N40 UMa,,16.22,
1090,N40 UMa B,,16.22,
1091,N30 Eri,,16.22,
1092,N8 Lyn,,16.23,SB 7980.7 days in YPC; additional components in; CNS91 mentions similar motion to NS 0859+4802 bu
1093,N8 Lyn B,,16.23,
1094,N41 UMa,Ross 107,16.23,
1095,N19 Hya,,16.27,
1096,N20 Peg,,16.27,
1097,N20 Peg B,,16.27,
1098,N31 Eri,,16.27,
1099,N3 Pic,,16.28,
1100,N6 Crt,,16.29,
1101,N6 Crt B,,16.29,"SB in CNS91; CNS91 ""SB"" not confirmed/refuted"
1102,N6 Crt C,,16.29,
1103,N2 CrB,,16.29,
1104,N20 Hya,,16.3,
1105,N19 Ori,Wachmann's Flare Star,16.31,
1106,N22 Psc,,16.31,
1107,N5 Ant,,16.31,
1108,N5 Ant B,,16.31,from HIP; imaged companion in HIP
1109,N27 Boo,Ross 992,16.31,
1110,N24 Aqr,Wolf 920,16.33,
1111,N42 UMa,,16.34,
1112,N6 Ant,,16.35,
1113,N6 Ant B,,16.35,from HIP
1114,N14 Cep,,16.35,
1115,N21 Peg,Ross 265,16.36,
1116,N2 Ret,,16.37,
1117,N19 Cen,,16.37,
1118,N19 Cen B,,16.37,from HIP
1119,N12 Lib,,16.38,CNS69 companion not in CNS91; refuted in YPC
1120,N11 Pup,,16.39,
1121,N11 Pup B,,16.39,
1122,N15 And,,16.39,
1123,N23 Psc,Wolf 1530,16.39,
1124,N20 Cen,,16.39,
1125,N21 Cen,,16.4,B in CNS69 not in CNS91; additional components; CNS69 companion not in CNS91
1126,N2 Sct,Ross 720,16.4,
1127,N28 Dra,,16.4,SB 5.98 days in YPC; BY Dra variable primary; SB2 in CNS69
1128,N28 Dra B,,16.4,BY Dra variable secondary; spectroscopic companion
1129,N12 Cyg,,16.4,"CNS91 ""SB"" not confirmed/refuted"
1130,N1 Cir,,16.41,
1131,N1 Cir B,,16.41,
1132,N30 Vir,Wolf 485,16.42,
1133,N30 Vir B,Ross 476,16.42,
1134,N33 Her,,16.42,
1135,N24 Psc,,16.44,
1136,N21 Hya,,16.45,
1137,N6 Phe,,16.46,
1138,N10 Cap,,16.46,
1139,N16 Cam,,16.47,
1140,N19 Leo,Ross 83,16.47,
1141,N20 Ori,,16.49,
1142,N20 Ori B,,16.49,
1143,N12 Aur,,16.5,
1144,N7 Scl,,16.5,
1145,N43 UMa,Ross 110,16.5,
1146,N43 UMa B,,16.5,
1147,N7 Hor,,16.53,
1148,N7 Hor B,,16.53,from HIP; imaged companion in HIP
1149,N4 Del,,16.53,SB2 in Duq87
1150,N4 Del B,,16.53,Record added from MOD1A.000620.update
1151,N4 Del C,,16.53,spectroscopic companion
1152,N17 Cam,,16.54,
1153,N28 Cet,,16.56,PM from Tycho-2
1154,N25 Psc,,16.57,
1155,N25 Psc B,,16.57,
1156,N44 UMa,,16.57,
1157,N28 Boo,,16.57,
1158,N29 Boo,,16.58,SB 9.91 days in YPC; SB orbit in YPC; CNS69 astrometric companion not
1159,N29 Boo B,,16.58,
1160,N32 Eri,,16.58,
1161,N31 Vir,Wolf 457,16.58,
1162,N7 Pav,,16.58,
1163,N20 Cas,Ross 249,16.6,
1164,N29 Dra,Ross 689,16.61,
1165,N21 Oph,,16.64,
1166,N12 Pup,,16.65,
1167,N12 Pup B,,16.65,
1168,N12 Pup C,,16.65,
1169,N22 Oph,,16.67,
1170,N13 Aur,,16.67,
1171,N9 Lyn,,16.68,
1172,N21 Cas,Caph,16.68,SB? in CNS91
1173,N8 Pav,,16.68,
1174,N29 Cet,,16.69,
1175,N29 Cet B,,16.69,
1176,N3 CMa,,16.69,
1177,N16 And,,16.72,
1178,N30 Boo,,16.72,
1179,N18 Tau,,16.73,
1180,N23 Oph,,16.75,
1181,N8 Car,,16.76,
1182,N25 Aqr,,16.76,
1183,N25 Aqr B,,16.76,
1184,N15 Cep,,16.78,
1185,N22 Hya,,16.79,
1186,N22 Hya B,,16.79,from HIP
1187,N22 Cas,,16.81,
1188,N23 Cas,,16.84,
1189,N10 Per,Wolf 1325,16.85,
1190,N7 Phe,,16.85,
1191,N19 Tau,,16.85,
1192,N19 Tau B,,16.85,
1193,N11 Gem,,16.86,
1194,N10 Sco,Ross 854,16.86,
1195,N23 Hya,Ross 439,16.86,
1196,N23 Hya B,,16.86,
1197,N10 Lyn,,16.89,
1198,N24 Cas,,16.9,
1199,N13 Lib,,16.91,
1200,N30 Cet,,16.92,
1201,N22 Cen,,16.92,
1202,N24 Oph,,16.92,
1203,N11 Cnc,Ross 622,16.95,
1204,N26 Aqr,,16.96,SB1 in Tok92
1205,N26 Aqr B,,16.96,spectroscopic companion
1206,N17 And,,16.97,
1207,N20 Tau,,16.98,
1208,N3 CrB,,16.98,
1209,N24 Hya,,16.98,
1210,N25 Oph,,16.98,
1211,N25 Oph B,,16.98,
1212,N23 Cen,,16.99,
1213,N34 Her,,17,
1214,N21 Ori,,17.01,
1215,N13 Cyg,,17.01,
1216,N18 Cam,,17.03,
1217,N35 Her,,17.06,
1218,N4 Oct,,17.06,
1219,N30 Dra,,17.09,
1220,N12 Cnc,,17.09,
1221,N12 Cnc B,,17.09,
1222,N8 Scl,,17.11,
1223,N21 Tau,,17.12,
1224,N25 Hya,,17.12,
1225,N25 Hya B,,17.12,
1226,N11 Sco,,17.15,
1227,N11 Lyr,,17.15,
1228,N4 CrA,,17.16,
1229,N31 Cet,Ross 555,17.17,
1230,N9 Com,,17.17,
1231,N26 Hya,,17.18,
1232,N12 Lyr,,17.18,
1233,N13 Pup,,17.18,
1234,N36 Her,,17.18,
1235,N24 Cen,,17.19,
1236,N8 Hor,,17.22,
1237,N4 CMa,,17.23,
1238,N11 Lyn,,17.24,
1239,N16 Aql,,17.25,
1240,N18 And,Wolf 12,17.26,
1241,N2 Vol,,17.28,
1242,N26 Psc,Wolf 1051,17.28,
1243,N9 Sgr,,17.28,
1244,N12 Gem,,17.28,
1245,N31 Boo,,17.29,
1246,N33 Eri,,17.3,
1247,N33 Eri B,,17.3,
1248,N13 Lyr,,17.3,
1249,N11 Ser,,17.3,
1250,N11 Ser B,,17.3,
1251,N37 Her,,17.31,
1252,N20 Leo,,17.33,
1253,N17 Aql,,17.33,
1254,N34 Eri,,17.35,
1255,N13 CVn,,17.35,
1256,N9 For,,17.36,
1257,N9 For B,,17.36,
1258,N10 Sgr,,17.37,
1259,N32 Cet,,17.38,
1260,N22 Ori,,17.39,
1261,N14 Lib,2MASS J15101685-0241078,17.39,I
1262,N26 Oph,,17.39,
1263,N26 Oph B,,17.39,
1264,N31 Dra,,17.4,SB 491.9 days in YPC; SB2 in McC83
1265,N31 Dra B,,17.4,also in HIP; spectroscopic companion
1266,N12 Sco,,17.42,
1267,N27 Aqr,Ross 279,17.42,CNS69 companion not in CNS91; not confirmed/refu
1268,N14 Cyg,Wolf 926,17.45,
1269,N13 Gem,,17.46,
1270,N4 CrB,,17.46,
1271,N10 Mon,Ross 415,17.48,
1272,N21 Leo,,17.48,
1273,N35 Eri,,17.49,
1274,N35 Eri B,,17.49,
1275,N12 Ser,,17.49,SB 138.6 days in YPC; additional components
1276,N12 Ser B,,17.49,
1277,N32 Boo,,17.51,
1278,N45 UMa,,17.51,
1279,N45 UMa B,,17.51,
1280,N5 Lup,,17.51,
1281,N19 And,,17.51,
1282,N11 Mon,,17.52,
1283,N11 Mon B,,17.52,
1284,N27 Oph,,17.54,
1285,N14 CVn,Ross 1007,17.54,
1286,N14 Lyr,,17.54,
1287,N14 Gem,Alzirr,17.55,
1288,N32 Dra,,17.55,
1289,N22 Tau,Ross 588,17.56,
1290,N27 Hya,,17.56,
1291,N33 Dra,Ross 1051,17.56,
1292,N8 Tuc,,17.57,
1293,N27 Psc,,17.57,
1294,N22 Leo,,17.58,
1295,N32 Vir,,17.58,
1296,N22 Peg,,17.58,not in HIP even though brighter than B
1297,N22 Peg B,,17.58,
1298,N7 Crt,,17.58,
1299,N28 Hya,,17.58,
1300,N28 Aqr,,17.58,
1301,N28 Aqr B,,17.58,
1302,N23 Ori,Wolf 1450,17.61,
1303,N38 Her,,17.61,
1304,N38 Her B,,17.61,
1305,N38 Her C,,17.61,
1306,N4 Hyi,,17.62,
1307,N33 Vir,Wolf 427,17.63,
1308,N9 Hor,,17.64,
1309,N3 Sge,,17.65,
1310,N23 Tau,,17.66,SB in CNS91; BY Dra variable primary; SB1 in Gri85
1311,N23 Tau B,,17.66,
1312,N23 Tau C,,17.66,BY Dra variable secondary; spectroscopic companion
1313,N33 Boo,,17.67,
1314,N13 Cnc,,17.68,
1315,N13 Cnc B,,17.68,
1316,N23 Leo,,17.69,
1317,N23 Leo B,,17.69,
1318,N19 Cam,,17.7,
1319,N9 Pav,,17.72,
1320,N28 Psc,,17.73,
1321,N4 Tri,Ross 19,17.73,
1322,N24 Leo,Zosma,17.73,
1323,N2 Col,,17.74,
1324,N39 Her,,17.75,
1325,N25 Leo,,17.75,
1326,N25 Leo B,,17.75,
1327,N28 Oph,Ross 529,17.75,
1328,N10 Pav,,17.76,"CNS91 ""SB"" not confirmed/refuted"
1329,N29 Hya,,17.77,
1330,N46 UMa,,17.79,
1331,N30 Hya,,17.8,
1332,N30 Hya B,,17.8,
1333,N11 Cap,Ross 769,17.81,
1334,N24 Tau,,17.83,
1335,N5 CrB,,17.83,
1336,N5 CrB B,,17.83,
1337,N4 Lac,,17.83,Probably > 25pc (YPC has large error): Gatewood = 94pc; Palomar = 150pc.
1338,N8 Crt,,17.85,
1339,N47 UMa,,17.86,
1340,N20 Cam,,17.87,SB 60.0 days in YPC
1341,N20 Cam B,,17.87,
1342,N40 Her,,17.89,
1343,N34 Boo,,17.9,"CNS69 ""SB"" not in CNS91; refuted in Duq91"
1344,N10 Com,Diadem,17.92,
1345,N10 Com B,,17.92,assume SB in CNS91 is visual component
1346,N29 Aqr,Wolf 896,17.92,
1347,N36 Eri,,17.92,
1348,N34 Vir,,17.92,B in CNS69 not in CNS91; additional components; CNS69 companion not in CNS91; refuted via 2 DSS
1349,N7 Tel,,17.93,
1350,N5 CrA,,17.93,
1351,N5 CrA B,,17.93,
1352,N3 Col,,17.93,
1353,N26 Leo,Wolf 369,17.95,
1354,N11 Per,Ross 29,17.95,
1355,N11 Per B,,17.95,
1356,N34 Dra,Ross 690,17.95,
1357,N35 Boo,,17.95,
1358,N6 Vul,,17.95,
1359,N25 Cen,,17.97,
1360,N12 Mon,Ross 416,17.99,
1361,N1 Cae,,17.99,
1362,N2 Cae,,17.99,
1363,N18 Aql,,18,
1364,N14 Pup,,18,
1365,N14 Pup B,,18,
1366,N15 Gem,,18.01,
1367,N12 Cap,,18.01,
1368,N16 Gem,Wasat,18.02,
1369,N16 Gem B,,18.02,
1370,N16 Gem C,,18.02,
1371,N9 Scl,,18.02,
1372,N26 Cen,,18.03,
1373,N26 Cen B,,18.03,
1374,N33 Cet,,18.04,
1375,N41 Her,,18.04,
1376,N29 Oph,,18.05,
1377,N21 Cam,,18.05,
1378,N7 LMi,,18.06,
1379,N8 Phe,,18.09,
1380,N4 Col,,18.09,D optical in CNS91
1381,N4 Col B,,18.09,
1382,N4 Col C,,18.09,
1383,N14 Cnc,,18.1,
1384,N30 Oph,,18.1,
1385,N24 Ori,,18.11,
1386,N35 Vir,,18.11,
1387,N10 For,,18.12,Used Makarov (2008) plx
1388,N10 For B,,18.12,Used Makarov (2008) plx
1389,N42 Her,,18.14,
1390,N17 Gem,,18.14,SB? in CNS91;
1391,N17 Gem B,,18.14,
1392,N17 Gem C,,18.14,
1393,N31 Oph,,18.15,
1394,N32 Oph,,18.17,
1395,N10 Scl,,18.21,
1396,N4 Men,,18.21,
1397,N22 Cam,,18.21,HIP 17750 optical;
1398,N22 Cam B,,18.21,
1399,N22 Cam C,,18.21,
1400,N15 Pup,,18.21,
1401,N27 Leo,,18.21,
1402,N4 Crv,,18.22,
1403,N3 Ret,,18.23,
1404,N9 Ari,Sharatan,18.23,SB 107 days in YPC
1405,N9 Ari B,,18.23,
1406,N25 Cas,,18.23,HIP 10529 optical; modified HIP parallax on web
1407,N23 Peg,,18.25,
1408,N8 Vel,,18.26,
1409,N8 Vel B,,18.26,
1410,N10 Ari,,18.28,
1411,N13 Mon,,18.28,
1412,N8 CMi,,18.28,
1413,N8 CMi B,,18.28,
1414,N48 UMa,,18.28,
1415,N9 Vel,,18.29,
1416,N9 Vel B,,18.29,from HIP; imaged companion in HIP
1417,N43 Her,,18.29,
1418,N16 Pup,,18.31,
1419,N31 Hya,,18.33,
1420,N16 Cep,,18.34,
1421,N16 Cep B,,18.34,
1422,N15 Cnc,Ross 620,18.34,
1423,N44 Her,,18.35,
1424,N11 For,,18.35,
1425,N24 Peg,,18.36,
1426,N3 Equ,,18.38,"SB 5.70 yrs in YPC; additional components in YP; CNS91 ""SB"" is the AB orbit"
1427,N3 Equ B,,18.38,
1428,N26 Cas,Wolf 33,18.4,
1429,N9 Car,,18.4,
1430,N35 Dra,,18.42,
1431,N35 Dra B,,18.42,
1432,N13 Sco,,18.43,
1433,N12 Per,,18.45,
1434,N14 Mon,,18.45,
1435,N28 Leo,,18.45,
1436,N23 Cam,,18.45,
1437,N9 Phe,,18.47,
1438,N36 Vir,,18.48,
1439,N3 Sct,Wolf 1466,18.48,
1440,N16 Cnc,,18.51,
1441,N17 Cnc,,18.52,
1442,N17 Cnc B,,18.52,
1443,N14 Sco,,18.52,
1444,N36 Dra,,18.53,
1445,N15 CVn,,18.53,
1446,N15 CVn B,,18.53,
1447,N11 Ari,,18.55,SB 1214 days in YPC; SB1 in Gri85
1448,N11 Ari B,,18.55,spectroscopic companion
1449,N15 Mon,,18.56,
1450,N11 Com,,18.56,
1451,N11 Com B,,18.56,
1452,N18 Gem,,18.56,
1453,N25 Peg,,18.56,
1454,N27 Cas,,18.56,
1455,N33 Oph,,18.57,
1456,N34 Cet,,18.59,
1457,N34 Cet B,,18.59,
1458,N32 Hya,,18.59,
1459,N32 Hya B,,18.59,
1460,N13 Ser,,18.59,
1461,N15 Cyg,,18.59,
1462,N15 Cyg B,,18.59,
1463,N33 Hya,,18.59,
1464,N33 Hya B,,18.59,
1465,N9 Crt,,18.6,
1466,N37 Dra,,18.62,
1467,N12 Lyn,,18.64,
1468,N12 Lyn B,,18.64,
1469,N6 CrB,,18.64,
1470,N6 CrB B,,18.64,
1471,N36 Boo,,18.64,
1472,N49 UMa,,18.66,
1473,N27 Cen,Menkent,18.67,
1474,N15 Sco,,18.68,
1475,N20 And,,18.69,
1476,N21 And,,18.69,
1477,N21 And B,,18.69,
1478,N19 Gem,,18.69,
1479,N37 Boo,,18.69,
1480,N38 Boo,Ross 1041,18.69,
1481,N45 Her,,18.69,
1482,N11 Scl,,18.69,
1483,N13 Cap,,18.72,SB 21.35 days in YPC; additional components in; SB1 in Bop70
1484,N13 Cap B,,18.72,
1485,N13 Cap C,,18.72,spectroscopic companion
1486,N13 Per,,18.73,
1487,N9 Ind,,18.74,
1488,N9 Ind B,,18.74,
1489,N6 PsA,,18.75,
1490,N37 Vir,Rijl al Awwa,18.75,SB 358 days in YPC
1491,N37 Vir B,,18.75,
1492,N30 Aqr,,18.76,
1493,N14 Ser,,18.77,
1494,N35 Cet,,18.8,
1495,N11 Pav,,18.86,""" possible component near A; Gl 818.1 """"B"""""""
1496,N11 Pav B,,18.86,
1497,N11 Pav C,,18.86,
1498,N15 Lib,,18.86,
1499,N8 Tel,,18.87,
1500,N36 Cet,,18.88,
1501,N34 Oph,,18.88,
1502,N37 Cet,,18.89,
1503,N16 Cyg,,18.89,
1504,N16 Cyg B,,18.89,
1505,N5 Lac,,18.89,
1506,N5 Lac B,,18.89,from HIP
1507,N14 Aur,,18.93,
1508,N22 And,,18.94,
1509,N15 Ser,,18.96,
1510,N16 Sco,,18.99,
1511,N16 Sco B,,18.99,
1512,N18 Cnc,,18.99,
1513,N11 Sgr,,19,"CNS91 ""VAR"" not confirmed/refuted"
1514,N11 Sgr B,,19,
1515,N14 Per,Ross 21,19.01,
1516,N25 Tau,Wolf 219,19.01,
1517,N38 Dra,,19.03,
1518,N38 Cet,,19.04,
1519,N38 Cet B,,19.04,
1520,N38 Cet C,,19.04,
1521,N35 Oph,Ross 644,19.04,
1522,N26 Peg,,19.05,
1523,N20 Gem,,19.06,
1524,N39 Dra,,19.07,
1525,N12 Sgr,,19.08,
1526,N16 Ser,,19.1,
1527,N46 Her,,19.1,
1528,N25 Ori,,19.12,
1529,N13 Lyn,,19.12,LHS79 companion not in CNS91
1530,N13 Lyn B,,19.12,
1531,N6 Lup,,19.12,
